id,year,month,type_of_violence,dyad_new_id,dyad_name,where_prec,where_coordinates,latitude,longitude,best
123403,1989,1,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,42
124029,1989,1,1,411,GRP - CPP,1,Makilala town,6.9514,125.0992,8
125199,1989,1,1,411,GRP - CPP,1,Sultan Kudarat town,7.27,124.3106,4
122856,1989,2,1,411,GRP - CPP,4,Aurora province,16,121.75,4
123430,1989,2,1,411,GRP - CPP,2,Manila City,14.6042,120.9822,4
123871,1989,2,1,411,GRP - CPP,4,Surigao del Sur province,8.66667,126,8
123349,1989,2,1,411,GRP - CPP,5,Luzon island,16,121,20
121742,1989,2,1,411,GRP - CPP,4,Bohol province,9.833333,124.166667,2
122819,1989,2,1,411,GRP - CPP,4,Agusan del Sur province,8.5,125.833333,11
123283,1989,2,1,411,GRP - CPP,4,Lanao del Norte province,8,124,3
123423,1989,2,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,2
123743,1989,3,1,411,GRP - CPP,4,Samar province,11.8333,125,6
122796,1989,3,1,411,GRP - CPP,4,Abra province,17.583333,120.75,8
123644,1989,3,1,411,GRP - CPP,6,Philippines,13,122,4
123344,1989,3,1,411,GRP - CPP,3,Lupon municipality,7.081413,126.129886,17
123501,1989,3,1,411,GRP - CPP,4,Misamis Oriental province,8.75,125,3
121194,1989,3,1,411,GRP - CPP,4,Agusan del Sur province,8.5,125.833333,3
124539,1989,3,1,411,GRP - CPP,3,Lakewood municipality,7.894,123.1583,6
123205,1989,3,1,411,GRP - CPP,4,Ifugao province,16.8333,121.166667,0
122905,1989,3,1,411,GRP - CPP,5,Bataan peninsula,14.583333,120.466667,11
123206,1989,3,1,411,GRP - CPP,4,Ifugao province,16.8333,121.166667,17
123862,1989,4,1,411,GRP - CPP,4,Surigao del Norte province,9.6667,125.63333,4
123167,1989,4,1,411,GRP - CPP,3,Candoni municipality,9.716667,122.633333,6
123691,1989,4,1,411,GRP - CPP,3,Dipolog City municipality,8.4612,123.3528,0
123006,1989,4,1,411,GRP - CPP,4,Camarines Sur province,13.666667,123.333333,5
123125,1989,4,1,411,GRP - CPP,4,Davao del Sur province,6.333333,125.5,14
123219,1989,4,1,411,GRP - CPP,4,Isabela province,17,122,4
123088,1989,4,1,411,GRP - CPP,2,Burauen municipality,10.966667,124.85,7
124722,1989,4,1,411,GRP - CPP,1,Paombong town,14.8311,120.7892,11
123413,1989,4,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,2
123845,1989,5,1,411,GRP - CPP,4,Sorsogon province,12.833333,123.916667,5
123530,1989,5,1,411,GRP - CPP,5,Negros island,10,123,44
123817,1989,5,1,411,GRP - CPP,1,Leon town,10.78,122.39,12
123067,1989,5,1,411,GRP - CPP,2,Clark Air Base,15.1907,120.5355,1
123385,1989,5,1,411,GRP - CPP,3,Malabon municipality,14.6675,120.9481,2
123207,1989,5,1,411,GRP - CPP,4,Ilocos Norte province,18.166667,120.75,19
123405,1989,5,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,1
125391,1989,5,1,411,GRP - CPP,1,Taytay town,14.5692,121.1325,2
123402,1989,5,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,1
124925,1989,5,1,411,GRP - CPP,1,Pudtol town,18.2447,121.3706,19
123689,1989,5,1,411,GRP - CPP,4,Quezon province,14.095278,121.775278,1
123420,1989,6,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,1
123499,1989,6,1,411,GRP - CPP,4,Misamis Oriental province,8.75,125,3
123348,1989,6,1,411,GRP - CPP,5,Luzon island,16,121,4
122799,1989,6,1,411,GRP - CPP,4,Abra province,17.583333,120.75,2
125306,1989,6,1,411,GRP - CPP,1,Tabuk town,17.4189,121.4458,20
123089,1989,6,1,411,GRP - CPP,5,Cordillera mountains,17.358833,120.971746,45
123039,1989,6,1,411,GRP - CPP,1,Cainta suburb town,14.5786,121.1222,2
123127,1989,6,1,411,GRP - CPP,2,Binaton village,6.855833,125.328333,41
125522,1989,6,1,411,GRP - CPP,1,Valenzuela town,14.7,120.9667,2
123894,1989,7,1,411,GRP - CPP,1,Mabalacat town,15.21554,120.578018,9
123946,1989,7,1,411,GRP - CPP,4,Zamboanga del Norte province,8.052778,122.740556,15
125520,1989,7,1,411,GRP - CPP,1,Valenzuela town,14.7,120.9667,0
123412,1989,7,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,0
124773,1989,7,1,411,GRP - CPP,1,Pasay City town,14.5481,120.9969,3
123885,1989,8,1,411,GRP - CPP,3,Tago municipality,8.966667,126.15,19
123648,1989,8,1,411,GRP - CPP,6,Philippines,13,122,10
123401,1989,8,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,1
123404,1989,8,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,2
122866,1989,9,1,411,GRP - CPP,2,Bagao City town,10.5355,122.8357,7
124573,1989,9,1,411,GRP - CPP,3,Lopez municipality,13.8844,122.2642,13
124920,1989,9,1,411,GRP - CPP,1,Porac town,15.0722,120.5422,2
123641,1989,9,1,411,GRP - CPP,6,Philippines,13,122,21
123558,1989,9,1,411,GRP - CPP,4,Cotabato province,7.212123,124.881512,21
123063,1989,9,1,411,GRP - CPP,2,Clark Air Base,15.1907,120.5355,5
123863,1989,9,1,411,GRP - CPP,4,Surigao del Norte province,9.6667,125.63333,0
123003,1989,9,1,411,GRP - CPP,4,Camarines Norte province,14.166667,122.75,16
123470,1989,9,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,0
123408,1989,9,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,1
123410,1989,10,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,1
123411,1989,10,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,1
122910,1989,10,1,411,GRP - CPP,4,Benguet province,16.5,120.666667,7
122825,1989,10,1,411,GRP - CPP,4,Agusan del Sur province,8.5,125.833333,3
123595,1989,10,1,411,GRP - CPP,4,Pangasinan province,15.91667,120.3333,6
123427,1989,10,1,411,GRP - CPP,2,Manila City,14.6042,120.9822,0
125222,1989,10,1,411,GRP - CPP,3,San Francisco municipality,13.316667,122.55,6
123424,1989,10,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,0
124507,1989,11,1,411,GRP - CPP,1,Monkayo town,7.8153,126.0544,2
123742,1989,11,1,411,GRP - CPP,4,Samar province,11.8333,125,26
122988,1989,11,1,411,GRP - CPP,2,Bongabong municipality,12.716667,121.366667,7
122929,1989,11,1,411,GRP - CPP,1,Basey town,11.281667,125.068333,15
124535,1989,11,1,411,GRP - CPP,1,Nabas town,11.8333,122.0825,0
123662,1989,11,1,411,GRP - CPP,6,Philippines,13,122,4
124774,1989,12,1,411,GRP - CPP,1,Pasay City town,14.5481,120.9969,0
122959,1989,12,1,411,GRP - CPP,4,Cagayan province,18,121.833333,5
123062,1989,12,1,411,GRP - CPP,1,Clark Air Base,15.1907,120.5355,0
123882,1989,12,1,411,GRP - CPP,3,Tabuk municipality,17.416667,121.4,11
123927,1989,12,1,411,GRP - CPP,2,Tuao municipality,17.7,121.516667,0
123810,1989,12,1,411,GRP - CPP,1,Las Pinas town,14.4506,120.9828,0
124778,1989,12,1,411,GRP - CPP,1,Pasig City town,14.56,121.0789,0
123947,1989,12,1,411,GRP - CPP,4,Zamboanga del Sur province,7.9043,123.3194,8
122851,1989,12,1,411,GRP - CPP,1,Atimonon town,14.002702,121.920778,15
124457,1990,1,1,411,GRP - CPP,1,Mexico town,15.0656,120.7217,2
123422,1990,1,1,411,GRP - CPP,1,Guagua town,14.9653,120.6325,1
122852,1990,1,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,0
122890,1990,2,1,411,GRP - CPP,5,Mount Malindang,8.217439,123.636697,75
122920,1990,2,1,411,GRP - CPP,2,Balingasag municipality,8.75,124.833333,92
124363,1990,2,1,411,GRP - CPP,2,Kapatagan municipality,7.8742,123.7349,9
122968,1990,2,1,411,GRP - CPP,1,Arteche village,11.8875,124.8308,9
124523,1990,2,1,411,GRP - CPP,3,Lagawe municipality,16.783333,121.233333,10
122994,1990,2,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,2
123046,1990,3,1,411,GRP - CPP,4,Quezon province,14.095278,121.775278,4
123106,1990,3,1,411,GRP - CPP,4,Zamboanga del Sur province,7.9043,123.3194,6
123116,1990,3,1,411,GRP - CPP,5,mountain boundary of Agusan del Sur and Surigao del Sur provinces,8.860068,125.897318,11
123109,1990,3,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,8
125072,1990,3,1,411,GRP - CPP,1,Santa Cruz town,6.836944,125.413056,16
123203,1990,3,1,411,GRP - CPP,4,Surigao del Sur province,8.66667,126,60
123212,1990,3,1,411,GRP - CPP,4,Surigao del Sur province,8.66667,126,11
124558,1990,3,1,411,GRP - CPP,1,Orion town,14.620556,120.581667,1
124557,1990,3,1,411,GRP - CPP,1,Novaliches town,14.7233,121.0364,3
121195,1990,3,1,411,GRP - CPP,4,Nueva Ecija province,15.58333,121,2
123198,1990,3,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,2
123238,1990,4,1,411,GRP - CPP,4,Antique province,11.166667,122.083333,9
123244,1990,4,1,411,GRP - CPP,4,Davao province,7.622328,125.674749,10
124354,1990,4,1,411,GRP - CPP,1,Mandaluyong town,14.5832,121.0409,1
124531,1990,4,1,411,GRP - CPP,1,Murcia town,10.6058,123.0389,15
124701,1990,4,1,411,GRP - CPP,3,Marihatag municipality,8.8,126.133333,22
124702,1990,4,1,411,GRP - CPP,3,Marihatag municipality,8.8,126.133333,161
123286,1990,4,1,411,GRP - CPP,4,Davao del Sur province,6.333333,125.5,20
123306,1990,4,1,411,GRP - CPP,4,Bulacan province,15,121.083333,2
123398,1990,5,1,411,GRP - CPP,6,Philippines,13,122,16
125500,1990,5,1,411,GRP - CPP,1,Valencia City town,7.9075,125.093889,4
122874,1990,5,1,411,GRP - CPP,2,Argao village,11.911973,121.94021,0
124168,1990,5,1,411,GRP - CPP,2,Hilongos municipality,10.393403,124.827684,64
123396,1990,5,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,2
123409,1990,5,1,411,GRP - CPP,4,Maguindanao province,7.13333,124.3,6
123414,1990,5,1,411,GRP - CPP,6,Philippines,13,122,4
123419,1990,5,1,411,GRP - CPP,4,Surigao del Sur province,8.66667,126,8
123421,1990,5,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,0
124762,1990,5,1,411,GRP - CPP,1,Paranaque town,14.5094,120.9931,0
124943,1990,5,1,411,GRP - CPP,1,Rizal town,17.8478,121.3456,6
123166,1990,6,1,411,GRP - CPP,3,Calbiga municipality,11.633333,125.116667,7
123428,1990,6,1,411,GRP - CPP,2,Clark Air Base,15.1907,120.5355,1
123435,1990,6,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,1
123461,1990,6,1,411,GRP - CPP,2,Hilongos town,10.374444,124.749722,11
123147,1990,6,1,411,GRP - CPP,2,Calamba municipality,8.5278,123.6444,8
123441,1990,6,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,4
123474,1990,6,1,411,GRP - CPP,6,Philippines,13,122,3
123494,1990,6,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,2
124979,1990,7,1,411,GRP - CPP,3,Oras municipality,12.15,125.4,16
124484,1990,7,1,411,GRP - CPP,3,La Castellana municipality,10.35,123.066667,2
123476,1990,7,1,411,GRP - CPP,1,Iligan City town,8.230833,124.236111,1
124775,1990,7,1,411,GRP - CPP,1,Pasig City town,14.56,121.0789,3
123555,1990,7,1,411,GRP - CPP,1,Hapao village,16.879661,121.016042,1
123563,1990,8,1,411,GRP - CPP,4,Quezon province,14.095278,121.775278,4
123316,1990,8,1,411,GRP - CPP,1,Davao City town,7.073056,125.612778,2
124369,1990,8,1,411,GRP - CPP,2,Kapatagan municipality,7.8742,123.7349,7
123575,1990,8,1,411,GRP - CPP,4,Bataan province,14.666667,120.416667,4
123317,1990,8,1,411,GRP - CPP,2,Davao City town,7.073056,125.612778,6
123596,1990,8,1,411,GRP - CPP,5,Panay island,11.15,122.48333,3
123613,1990,8,1,411,GRP - CPP,4,Eastern Samar province,11.666667,125.5,100
123626,1990,9,1,411,GRP - CPP,6,Philippines,13,122,14
124373,1990,9,1,411,GRP - CPP,1,Marabut town,11.105,125.213333,7
123638,1990,9,1,411,GRP - CPP,2,Manila City,14.6042,120.9822,4
123646,1990,9,1,411,GRP - CPP,4,Pangasinan province,15.91667,120.3333,8
123665,1990,9,1,411,GRP - CPP,2,Maigo municipality,8.1027,123.9846,0
123771,1990,10,1,411,GRP - CPP,5,Marag valley,18.3142,121.2067,99
123672,1990,10,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,3
123211,1990,10,1,411,GRP - CPP,3,Catarman municipality,12.4,124.633333,14
125223,1990,10,1,411,GRP - CPP,2,San Isidro municipality,12.333333,124.366667,14
124505,1990,10,1,411,GRP - CPP,1,Moises town,10.2703,123.0781,5
124993,1990,10,1,411,GRP - CPP,2,San Jose City town,15.79,121,2
124987,1990,10,1,411,GRP - CPP,1,San Ildefonso town,15.0789,120.9419,2
124878,1990,10,1,411,GRP - CPP,1,Pila town,14.2325,121.3648,3
125530,1990,11,1,411,GRP - CPP,2,Vintar town,18.2303,120.6425,8
123851,1990,11,1,411,GRP - CPP,4,Southern Leyte province,10.333333,125.083333,7
123020,1990,11,1,411,GRP - CPP,1,Cabanatuan City town,15.4867,120.9676,3
123864,1990,11,1,411,GRP - CPP,4,Sorsogon province,12.833333,123.916667,1
124926,1990,11,1,411,GRP - CPP,1,Quezon City town,14.6488,121.0509,2
123866,1990,11,1,411,GRP - CPP,4,Surigao del Sur province,8.66667,126,19
123809,1990,11,1,411,GRP - CPP,2,Lapuyan town,7.6364,123.1958,7
123059,1990,11,1,411,GRP - CPP,3,Bunawan municipality,8.166667,126.083333,27
125196,1990,11,1,411,GRP - CPP,1,Sulat town,11.8103,125.4544,15
123941,1990,12,1,411,GRP - CPP,4,Cotabato province,7.212123,124.881512,15
123948,1990,12,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,1
122942,1991,1,1,411,GRP - CPP,4,Bukidnon province,8,125,6
123630,1991,1,1,411,GRP - CPP,6,Philippines,13,122,791
123627,1991,1,1,411,GRP - CPP,6,Philippines,13,122,0
123242,1991,1,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,4
123248,1991,1,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,4
121993,1991,1,1,411,GRP - CPP,4,Cagayan province,18,121.833333,2
124946,1991,1,1,411,GRP - CPP,1,Rizal town,17.8478,121.3456,1
123841,1991,1,1,411,GRP - CPP,2,Libmanan town,13.6961,123.0592,15
123910,1991,1,1,411,GRP - CPP,1,Maconacon town,17.387636,122.238613,8
125009,1991,2,1,411,GRP - CPP,1,San Luis town,15.7214,121.5206,0
123758,1991,2,1,411,GRP - CPP,2,Lacub town,17.6611,120.9504,23
123141,1991,2,1,411,GRP - CPP,2,Cagwait municipality,8.9,126.233333,11
123300,1991,2,1,411,GRP - CPP,4,Leyte province,10.958056,124.868056,11
123945,1991,2,1,411,GRP - CPP,4,Zamboanga del Norte province,8.052778,122.740556,10
123545,1991,2,1,411,GRP - CPP,5,Negros island,10,123,5
122816,1991,2,1,411,GRP - CPP,2,Malibcong municipality,17.333333,121.016667,9
125541,1991,3,1,411,GRP - CPP,2,Zamboanga City town,6.910255,122.071715,6
123298,1991,3,1,411,GRP - CPP,4,Leyte province,10.958056,124.868056,15
123107,1991,3,1,411,GRP - CPP,2,Carmen town,7.204444,124.791667,2
121620,1991,3,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,2
122842,1991,3,1,411,GRP - CPP,4,Antique province,11.166667,122.083333,8
123004,1991,3,1,411,GRP - CPP,4,Camarines Norte province,14.166667,122.75,4
123731,1991,3,1,411,GRP - CPP,5,Samar island,12,125,4
123905,1991,3,1,411,GRP - CPP,4,Tarlac province,15.5,120.5,8
123746,1991,3,1,411,GRP - CPP,4,Samar province,11.8333,125,8
123937,1991,3,1,411,GRP - CPP,3,Gubat municipality,12.933333,124.1,4
122924,1991,3,1,411,GRP - CPP,2,Banga municipality,11.6,122.35,5
123099,1991,3,1,411,GRP - CPP,2,Candoni town,9.817,122.6043,3
123178,1991,3,1,411,GRP - CPP,2,Cebu City town,10.311111,123.891667,2
122841,1991,4,1,411,GRP - CPP,2,Aparri town,18.3566,121.6406,8
124659,1991,4,1,411,GRP - CPP,3,Makilala municipality,6.9,125.166667,13
123498,1991,4,1,411,GRP - CPP,4,Oriental Mindoro province,13,121.4,8
123640,1991,4,1,411,GRP - CPP,6,Philippines,13,122,11
122885,1991,4,1,411,GRP - CPP,3,Baggao municipality,17.916667,121.966667,11
122978,1991,4,1,411,GRP - CPP,4,Cagayan province,18,121.833333,6
125709,1991,4,1,411,GRP - CPP,4,Camarines Norte province,14.166667,122.75,5
123454,1991,4,1,411,GRP - CPP,5,Masbate island,12.2,123.7,3
122979,1991,5,1,411,GRP - CPP,4,Cagayan province,18,121.833333,11
124975,1991,5,1,411,GRP - CPP,1,San Agustin town,8.7333,126.1333,3
123302,1991,5,1,411,GRP - CPP,4,Leyte province,10.958056,124.868056,8
122977,1991,5,1,411,GRP - CPP,4,Cagayan province,18,121.833333,6
122909,1991,5,1,411,GRP - CPP,2,San Roque village,13.604444,124.324722,4
123561,1991,5,1,411,GRP - CPP,4,Northern Samar province,12.3333,124.66667,10
125943,1991,5,1,411,GRP - CPP,6,Philippines,13,122,14
123280,1991,5,1,411,GRP - CPP,4,Laguna province,14.166667,121.333333,6
123502,1991,5,1,411,GRP - CPP,4,Misamis Oriental province,8.75,125,16
124779,1991,5,1,411,GRP - CPP,1,Pasig City town,14.56,121.0789,0
125167,1991,5,1,411,GRP - CPP,1,Sogod town,10.3847,124.9814,14
123653,1991,6,1,411,GRP - CPP,6,Philippines,13,122,19
123600,1991,6,1,411,GRP - CPP,4,Pangasinan province,15.91667,120.3333,8
123516,1991,6,1,411,GRP - CPP,3,Davao City municipality,7.316667,125.433333,4
123671,1991,6,1,411,GRP - CPP,6,Philippines,13,122,10
123525,1991,6,1,411,GRP - CPP,1,Mount Apo,6.987103,125.2713,7
123493,1991,6,1,411,GRP - CPP,5,Mindanao island,8,125,14
125229,1991,6,1,411,GRP - CPP,3,San Miguel municipality,8.833333,125.983333,2
124961,1991,6,1,411,GRP - CPP,2,Sagada town,17.0864,120.9067,33
123243,1991,7,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,5
125077,1991,7,1,411,GRP - CPP,2,Santa Rita town,11.4497,124.9428,3
124450,1991,7,1,411,GRP - CPP,1,Mexico town,15.0656,120.7217,2
125094,1991,7,1,411,GRP - CPP,1,Santa Rita town,14.9953,120.6153,1
122976,1991,7,1,411,GRP - CPP,4,Cagayan province,18,121.833333,13
123241,1991,7,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,2
123745,1991,7,1,411,GRP - CPP,4,Samar province,11.8333,125,7
123844,1991,7,1,411,GRP - CPP,3,Gattaran municipality,18.066667,121.9,9
123174,1991,7,1,411,GRP - CPP,1,Cebu City town,10.311111,123.891667,0
123490,1991,7,1,411,GRP - CPP,5,Mindanao island,8,125,5
123492,1991,7,1,411,GRP - CPP,5,Mindanao island,8,125,5
123846,1991,7,1,411,GRP - CPP,4,Sorsogon province,12.833333,123.916667,2
123933,1991,8,1,411,GRP - CPP,2,Mahaplag town,10.5864,124.9731,10
123005,1991,8,1,411,GRP - CPP,4,Camarines Norte province,14.166667,122.75,1
123456,1991,8,1,411,GRP - CPP,5,Masbate island,12.2,123.7,2
123848,1991,8,1,411,GRP - CPP,4,Sorsogon province,12.833333,123.916667,4
125075,1991,8,1,411,GRP - CPP,1,Santa Cruz town,6.836944,125.413056,14
123168,1991,9,1,411,GRP - CPP,3,Can-avid municipality,11.983333,125.35,65
123278,1991,9,1,411,GRP - CPP,1,Dau town,15.1747,120.5843,0
123277,1991,9,1,411,GRP - CPP,1,Dau town,15.1747,120.5843,0
122840,1991,9,1,411,GRP - CPP,1,Apalit town,14.950501,120.758952,3
123068,1991,9,1,411,GRP - CPP,2,Clark Air Base,15.1907,120.5355,0
123185,1991,9,1,411,GRP - CPP,2,Conner town,17.8009,121.3209,22
123542,1991,9,1,411,GRP - CPP,5,Negros island,10,123,6
123593,1991,9,1,411,GRP - CPP,5,Panay island,11.15,122.48333,2
122884,1991,9,1,411,GRP - CPP,1,Balangiga town,11.1097,125.3875,7
125012,1991,9,1,411,GRP - CPP,1,San Luis town,8.478056,125.743889,5
123517,1991,10,1,411,GRP - CPP,4,Mountain province,17.083333,121.166667,1
123872,1991,10,1,411,GRP - CPP,4,Surigao del Sur province,8.66667,126,6
123436,1991,10,1,411,GRP - CPP,5,Marag valley,18.3142,121.2067,10
123008,1991,10,1,411,GRP - CPP,4,Camarines Sur province,13.666667,123.333333,3
123113,1991,10,1,411,GRP - CPP,4,Davao province,7.622328,125.674749,8
123874,1991,10,1,411,GRP - CPP,4,Surigao del Sur province,8.66667,126,12
121991,1991,11,1,411,GRP - CPP,4,Cagayan province,18,121.833333,11
122830,1991,11,1,411,GRP - CPP,4,Aklan province,11.666667,122.333333,11
123655,1991,12,1,411,GRP - CPP,6,Philippines,13,122,20
123546,1991,12,1,411,GRP - CPP,4,Negros Occidental province,10.416667,123,5
123739,1991,12,1,411,GRP - CPP,5,Samar island,12,125,3
122945,1991,12,1,411,GRP - CPP,2,Bontoc town,17.0899,120.978,4
123529,1992,1,1,411,GRP - CPP,4,Mountain province,17.083333,121.166667,15
123285,1992,2,1,411,GRP - CPP,1,Davao City town,7.073056,125.612778,0
124435,1992,2,1,411,GRP - CPP,2,Marihatag town,8.7936,126.2969,61
122766,1992,2,1,411,GRP - CPP,1,Alabel town,6.101792,125.290478,5
125393,1992,2,1,411,GRP - CPP,1,T'boli town,6.2,124.8333,10
123352,1992,2,1,411,GRP - CPP,3,Maasim municipality,5.933333,124.933333,2
122834,1992,2,1,411,GRP - CPP,4,Albay province,13.216667,123.55,0
123489,1992,3,1,411,GRP - CPP,5,Mindanao island,8,125,39
123556,1992,3,1,411,GRP - CPP,4,Cotabato province,7.212123,124.881512,1
123418,1992,3,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,14
123143,1992,3,1,411,GRP - CPP,3,Calanasan municipality,18.25,121.033333,2
124506,1992,3,1,411,GRP - CPP,1,Monin Piat town,17.7911,121.4761,13
124959,1992,4,1,411,GRP - CPP,1,Sagada town,17.0864,120.9067,40
123415,1992,5,1,411,GRP - CPP,1,Manila City,14.6042,120.9822,0
123360,1992,5,1,411,GRP - CPP,2,Dumarao town,11.2654,122.6889,3
123208,1992,5,1,411,GRP - CPP,4,Iloilo province,11,122.666667,3
123794,1992,5,1,411,GRP - CPP,3,Enrile municipality,17.566667,121.666667,17
123175,1992,5,1,411,GRP - CPP,2,Capalonga municipality,14.233333,122.483333,2
122854,1992,5,1,411,GRP - CPP,1,Asid village,12.268241,123.54301,4
123589,1992,5,1,411,GRP - CPP,4,Pampanga province,15.06667,120.66667,0
123239,1992,5,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,4
123215,1992,6,1,411,GRP - CPP,4,Iloilo province,11,122.666667,6
123521,1992,6,1,411,GRP - CPP,1,Mount Apo,6.987103,125.2713,2
122930,1992,6,1,411,GRP - CPP,2,Basey town,11.281667,125.068333,4
123932,1992,6,1,411,GRP - CPP,3,Gonzaga municipality,18.283333,122.116667,5
123237,1992,6,1,411,GRP - CPP,3,Conner municipality,17.8,121.233333,4
123867,1992,7,1,411,GRP - CPP,4,Surigao del Sur province,8.66667,126,2
123301,1992,7,1,411,GRP - CPP,4,Leyte province,10.958056,124.868056,6
123448,1992,7,1,411,GRP - CPP,3,Marihatag municipality,8.8,126.133333,3
123500,1992,7,1,411,GRP - CPP,4,Misamis Oriental province,8.75,125,0
122828,1992,8,1,411,GRP - CPP,2,Angeles City town,15.1406,120.591,3
123639,1992,8,1,411,GRP - CPP,6,Philippines,13,122,15
123284,1992,8,1,411,GRP - CPP,4,Lanao del Norte province,8,124,9
124375,1992,8,1,411,GRP - CPP,3,Kasibu municipality,16.35,121.333333,22
122827,1992,8,1,411,GRP - CPP,2,Alabel municipality,6.146667,125.357222,7
125093,1992,9,1,411,GRP - CPP,2,Santa Rita town,11.4497,124.9428,12
123090,1992,9,1,411,GRP - CPP,2,Candoni town,9.817,122.6043,12
124971,1992,9,1,411,GRP - CPP,1,Samal town,14.7678,120.5431,0
123831,1992,10,1,411,GRP - CPP,3,Siayan municipality,8.1554,123.1222,9
123140,1992,10,1,411,GRP - CPP,2,Caromatan town,7.7959,123.7145,3
124315,1992,10,1,411,GRP - CPP,2,Jaro municipality,11.166667,124.766667,5
123477,1992,10,1,411,GRP - CPP,5,Mindanao island,8,125,10
121215,1992,10,1,411,GRP - CPP,4,Albay province,13.216667,123.55,2
123649,1992,11,1,411,GRP - CPP,6,Philippines,13,122,12
123126,1992,11,1,411,GRP - CPP,4,Davao del Sur province,6.333333,125.5,30
122990,1992,11,1,411,GRP - CPP,4,Camarines Norte province,14.166667,122.75,1
122832,1992,11,1,411,GRP - CPP,4,Albay province,13.216667,123.55,3
123343,1992,11,1,411,GRP - CPP,3,Lupon municipality,7.081413,126.129886,4
123452,1992,12,1,411,GRP - CPP,5,Masbate island,12.2,123.7,0
124567,1992,12,1,411,GRP - CPP,1,Ozamis City town,8.1458,123.8444,0
123911,1992,12,1,411,GRP - CPP,1,Maconacon town,17.387636,122.238613,4
125055,1993,1,1,411,GRP - CPP,1,San Rafael town,14.9483,120.9622,2
122235,1993,2,1,411,GRP - CPP,1,Adams town,18.463054,120.90123,2
121992,1993,3,1,411,GRP - CPP,4,Cagayan province,18,121.833333,2
123228,1993,3,1,411,GRP - CPP,4,Isabela province,17,122,0
124318,1993,3,1,411,GRP - CPP,3,Jones municipality,16.5571,121.7029,1
124983,1993,3,1,411,GRP - CPP,1,San Guillermo town,16.7667,121.8,9
123246,1993,4,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,7
123854,1993,4,1,411,GRP - CPP,4,Sultan Kudarat province,6.55,124.283333,3
124320,1993,4,1,411,GRP - CPP,3,Jones municipality,16.5571,121.7029,32
123247,1993,4,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,5
122895,1993,4,1,411,GRP - CPP,3,Bakalan municipality,7.8078,122.6556,4
123245,1993,5,1,411,GRP - CPP,4,Kalinga-Apayao province,17.82306,121.232416,15
124566,1993,5,1,411,GRP - CPP,2,Lasam municipality,18.0669,121.5997,1
123226,1993,6,1,411,GRP - CPP,4,Isabela province,17,122,6
123345,1993,7,1,411,GRP - CPP,5,Luzon island,16,121,0
123850,1993,8,1,411,GRP - CPP,2,Ligao town,13.2403,123.5325,1
123303,1993,8,1,411,GRP - CPP,4,Leyte province,10.958056,124.868056,3
124768,1993,8,1,411,GRP - CPP,2,Paranas town,11.768888,125.0225,4
124501,1993,10,1,411,GRP - CPP,3,Labo municipality,14.115278,122.707222,0
125540,1993,11,1,411,GRP - CPP,2,Zamboanga City town,6.910255,122.071715,0
124767,1993,12,1,411,GRP - CPP,1,Paranaque town,14.5094,120.9931,2
123338,1994,3,1,411,GRP - CPP,2,Lucena City municipality,13.9314,121.6172,2
121725,1994,4,1,411,GRP - CPP,5,Bicol region,13.530213,123.271912,3
123557,1994,4,1,411,GRP - CPP,4,Cotabato province,7.212123,124.881512,10
123677,1994,6,1,411,GRP - CPP,3,Pinabacdao municipality,11.583333,125.116667,9
123394,1994,7,1,411,GRP - CPP,2,Goa town,13.6978,123.4892,3
